City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
195,Le Pradet,FR,43.1066,6.0172,75.79,63,0,3.44,clear sky
196,Rio Grande,BR,-32.035,-52.0986,62.37,82,92,8.21,overcast clouds
197,Merauke,ID,-8.4667,140.3333,75.67,88,96,11.03,overcast clouds
198,Pochutla,MX,15.7432,-96.4661,85.82,72,88,7.63,overcast clouds
199,Bambous Virieux,MU,-20.3428,57.7575,68.25,94,75,8.05,light rain
200,Ancud,CL,-41.8697,-73.8203,47.43,77,14,2.59,few clouds
201,Victoria,HK,22.2855,114.1577,85.32,89,100,1.01,light rain
202,Coquimbo,CL,-29.9533,-71.3436,54.93,68,9,7.0,clear sky
203,Hobart,AU,-42.8794,147.3294,45.1,89,40,1.01,scattered clouds
204,Saint-Augustin,CA,51.226,-58.6502,61.66,60,3,9.64,clear sky
205,Union,US,40.6334,-74.2663,82.74,70,90,8.05,overcast clouds
206,Havre-Saint-Pierre,CA,50.2334,-63.5986,60.28,63,2,13.18,clear sky
207,Manokwari,ID,-0.8667,134.0833,78.39,77,85,4.16,overcast clouds
208,Zunyi,CN,27.6867,106.9072,72.72,96,100,2.21,moderate rain
209,Petauke,ZM,-14.2426,31.3253,63.59,33,0,8.79,clear sky
210,Letlhakane,BW,-21.4167,25.5833,59.68,33,0,6.29,clear sky
211,Altamont,US,42.2068,-121.7372,87.78,19,4,4.0,clear sky
212,Divnogorsk,RU,55.9594,92.3619,55.89,93,14,1.97,few clouds
213,Guerrero Negro,MX,27.9769,-114.0611,79.95,57,5,13.98,clear sky
214,Mandera,KE,3.9366,41.867,77.68,57,78,20.94,broken clouds
215,Belaya Gora,RU,68.5333,146.4167,65.28,40,91,5.37,overcast clouds
216,Sosnovo-Ozerskoye,RU,52.5249,111.5418,47.84,95,30,4.65,scattered clouds
217,Alta Floresta,BR,-9.8756,-56.0861,85.05,29,21,2.82,few clouds
218,Viesca,MX,25.35,-102.8,92.35,23,1,4.0,clear sky
219,Yar-Sale,RU,66.8333,70.8333,53.65,57,100,16.4,overcast clouds
220,Husavik,IS,66.0449,-17.3389,55.18,86,39,3.6,scattered clouds
221,Luderitz,NA,-26.6481,15.1594,55.27,85,89,7.0,overcast clouds
222,Odweyne,SO,9.4092,45.064,77.27,50,70,8.43,broken clouds
223,Babu,CN,24.4167,111.5167,78.78,94,100,1.72,overcast clouds
224,Mount Isa,AU,-20.7333,139.5,46.17,53,0,2.3,clear sky
225,Flin Flon,CA,54.7682,-101.865,64.54,77,86,6.29,overcast clouds
226,Sabang,ID,5.8933,95.3214,82.42,78,85,15.17,overcast clouds
227,High Wycombe,GB,51.6291,-0.7493,59.25,87,28,7.29,scattered clouds
228,Whithorn,JM,18.2604,-78.0378,82.44,67,63,0.87,light rain
229,Barrow,US,71.2906,-156.7887,35.56,88,100,10.13,overcast clouds
230,Panama City,PA,8.9936,-79.5197,78.17,99,100,4.07,overcast clouds
231,Riyadh,SA,24.6877,46.7219,96.94,19,33,8.25,scattered clouds
232,Esperance,AU,-33.8667,121.9,61.38,76,1,21.36,clear sky
233,Businga,CD,3.3333,20.8833,70.63,91,100,2.13,overcast clouds
234,Sarkand,KZ,45.41,79.9186,72.36,31,0,10.69,clear sky
235,Shimoda,JP,34.6667,138.95,80.65,92,58,18.61,broken clouds
236,Saint-Joseph,RE,-21.3667,55.6167,66.56,80,13,4.5,few clouds
237,Lichinga,MZ,-13.3128,35.2406,56.53,58,0,4.12,clear sky
238,Atar,MR,20.5169,-13.0499,96.26,27,7,4.07,clear sky
239,Meaford,CA,44.6001,-80.583,79.61,83,100,6.78,overcast clouds
240,Jalu,LY,29.0331,21.5482,87.98,24,0,9.57,clear sky
241,Ruidoso,US,33.3317,-105.673,89.46,22,1,4.61,clear sky
242,Palu,ID,-0.8917,119.8707,73.96,93,94,2.93,overcast clouds
243,Itamarandiba,BR,-17.8572,-42.8589,59.29,81,86,4.0,overcast clouds
244,Karratha,AU,-20.7377,116.8463,66.51,57,39,5.28,light rain
245,Muroto,JP,33.2833,134.15,80.64,85,85,37.87,overcast clouds
246,Emilio Carranza,MX,19.9711,-96.6114,86.65,64,18,15.32,few clouds
247,Hualmay,PE,-11.0964,-77.6139,64.36,78,38,14.09,scattered clouds
248,Angoram,PG,-4.0625,144.0661,74.39,96,91,1.92,overcast clouds
249,Longido,TZ,-2.7333,36.6833,65.39,60,92,10.16,overcast clouds
250,Itarema,BR,-2.9248,-39.9167,79.25,76,6,18.72,clear sky
251,Evensk,RU,61.95,159.2333,60.91,49,34,10.45,scattered clouds
252,Grand Island,US,40.925,-98.342,85.78,15,0,4.61,clear sky
253,Kavieng,PG,-2.5744,150.7967,82.31,75,99,10.51,light rain
254,Great Falls,US,47.5002,-111.3008,55.67,94,90,3.44,light rain
255,Rosetta,EG,31.4044,30.4164,80.08,82,0,11.01,clear sky
256,Kahului,US,20.8947,-156.47,85.96,64,16,8.66,few clouds
257,Bosaso,SO,11.2842,49.1816,92.07,42,57,10.56,broken clouds
258,Shizilu,CN,35.1711,118.8289,72.16,85,97,1.9,light rain
259,Nanyamba,TZ,-10.6833,39.8333,63.01,98,3,3.51,clear sky
260,Berlevag,NO,70.8578,29.0864,58.48,66,8,9.31,clear sky
261,Yenagoa,NG,4.9247,6.2642,72.28,93,100,3.36,overcast clouds
262,Tuatapere,NZ,-46.1333,167.6833,38.82,89,99,6.2,overcast clouds
263,Olinda,BR,-8.0089,-34.8553,76.73,78,75,10.36,broken clouds
264,Tera,NE,14.0078,0.7531,91.96,43,99,12.66,overcast clouds
265,Redwater,US,33.3582,-94.2544,94.82,56,62,11.52,broken clouds
266,Plerin,FR,48.5425,-2.7798,60.21,86,0,4.0,clear sky
267,Atchison,US,39.563,-95.1216,88.65,67,62,17.16,broken clouds
268,Torit,SS,4.4133,32.5678,70.11,92,100,1.61,overcast clouds
269,College,US,64.8569,-147.8028,64.58,79,90,5.75,overcast clouds
270,Vostok,RU,46.4856,135.8833,53.42,88,100,4.7,overcast clouds
271,Tecoanapa,MX,16.5167,-98.75,84.97,71,21,10.92,few clouds
272,Roald,NO,62.5833,6.1333,59.32,77,49,2.98,scattered clouds
273,Tura,IN,25.5198,90.2201,74.88,98,97,5.66,overcast clouds
274,Lebu,CL,-37.6167,-73.65,46.33,77,6,7.18,clear sky
275,Rixheim,FR,47.7514,7.4009,60.26,90,46,1.99,scattered clouds
276,Najran,SA,17.4924,44.1277,84.79,23,63,4.03,broken clouds
277,Sarangani,PH,5.4033,125.4636,81.52,69,99,3.0,overcast clouds
278,Mumford,GH,5.2618,-0.759,75.25,90,70,12.24,broken clouds
279,Mahenge,TZ,-8.6833,36.7167,60.42,55,0,1.12,clear sky
280,Meulaboh,ID,4.1363,96.1285,76.53,92,95,6.58,overcast clouds
281,Estevan,CA,49.1334,-102.9842,91.74,25,16,19.53,few clouds
282,Osa,RU,57.2829,55.4567,52.23,93,40,3.11,scattered clouds
283,La Palma,US,33.8464,-118.0467,105.04,57,1,5.01,clear sky
284,Mar Del Plata,AR,-38.0023,-57.5575,43.93,82,100,7.72,light rain
285,Port Hawkesbury,CA,45.6169,-61.3485,71.44,81,66,7.0,broken clouds
286,Chuy,UY,-33.6971,-53.4616,58.51,94,100,10.49,overcast clouds
287,Kotma,IN,23.2,81.9667,76.89,84,100,2.77,overcast clouds
288,Masterton,NZ,-40.9597,175.6575,43.77,73,100,14.52,overcast clouds
289,San Patricio,US,28.017,-97.5169,93.92,55,29,19.77,scattered clouds
290,Shwebo,MM,22.5667,95.7,78.94,84,100,8.75,overcast clouds
291,Morehead,US,37.2711,-87.1764,89.85,57,40,8.05,scattered clouds
292,Westport,US,41.1415,-73.3579,82.62,89,93,8.5,overcast clouds
293,Luancheng,CN,37.8792,114.6517,69.89,83,10,1.36,light rain
294,Laguna,US,38.421,-121.4238,101.32,32,1,4.0,clear sky
295,Waipawa,NZ,-41.4122,175.5153,42.46,63,97,23.0,overcast clouds
296,Fairbanks,US,64.8378,-147.7164,64.09,79,100,4.7,light rain
297,Torbay,CA,47.6666,-52.7314,57.76,92,90,17.27,light intensity shower rain
298,Coihaique,CL,-45.5752,-72.0662,34.07,95,28,4.16,scattered clouds
299,Kudat,MY,6.8837,116.8477,78.98,86,100,4.81,overcast clouds
300,Port-Gentil,GA,-0.7193,8.7815,75.24,83,32,11.95,scattered clouds
301,Hereford,GB,52.0568,-2.7148,60.26,65,28,7.96,scattered clouds
302,Porgera,PG,-5.4667,143.2,44.08,98,99,1.45,overcast clouds
303,Mount Gambier,AU,-37.8333,140.7667,44.55,79,100,7.96,overcast clouds
304,Hurghada,EG,27.2574,33.8129,89.94,28,0,13.58,clear sky
305,Frunze,UA,48.6686,38.7544,72.45,73,50,1.81,scattered clouds
306,Alice Town,BS,25.7167,-79.3,84.43,70,1,6.98,clear sky
307,Lompoc,US,34.6391,-120.4579,82.22,72,90,5.99,overcast clouds
308,Longyearbyen,SJ,78.2186,15.6401,40.84,93,75,8.05,broken clouds
309,Vardo,NO,70.3705,31.1107,53.8,79,6,6.31,clear sky
310,Mazagao,BR,-0.115,-51.2894,81.18,71,94,5.75,overcast clouds
311,Sann,PK,26.0418,68.1378,83.25,67,0,19.08,clear sky
312,Kedrovyy,RU,56.1667,91.8167,54.01,94,22,1.83,few clouds
313,Asyut,EG,27.181,31.1837,89.6,20,0,9.06,clear sky
314,Artyom,AZ,40.4723,50.333,82.54,63,7,8.14,clear sky
315,Saint George,US,37.1041,-113.5841,104.47,12,0,8.99,clear sky
316,Poykovskiy,RU,61.2333,73.3333,64.69,100,40,4.47,mist
317,Winnemucca,US,40.973,-117.7357,93.25,12,90,16.11,haze
318,Boende,CD,-0.2167,20.8667,73.58,74,51,1.36,light rain
319,Omboue,GA,-1.5746,9.2618,73.33,86,67,7.34,broken clouds
320,Rorvik,NO,64.8621,11.2373,57.96,84,75,11.45,broken clouds
321,Iskateley,RU,67.6803,53.1512,44.19,93,4,2.98,clear sky
322,Madang,PG,-5.2246,145.7966,77.45,87,75,2.26,broken clouds
323,Alice Springs,AU,-23.7,133.8833,35.15,55,0,3.44,clear sky
324,Maputo,MZ,-25.9653,32.5892,62.28,77,20,6.91,few clouds
325,Shache,CN,38.4167,77.2406,73.89,42,100,6.26,overcast clouds
326,Trairi,BR,-3.2778,-39.2689,78.91,78,8,14.61,clear sky
327,Deputatskiy,RU,69.3,139.9,62.35,54,53,3.4,broken clouds
328,Bajil,YE,15.0584,43.2851,88.81,57,44,2.59,scattered clouds
329,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,75,13.8,broken clouds
330,Ilinskiy,RU,55.619,38.1182,69.31,100,4,2.24,mist
331,Zaykovo,RU,57.5613,62.7568,58.57,98,31,7.7,scattered clouds
332,Lilongwe,MW,-13.9669,33.7873,62.26,49,0,4.72,clear sky
333,Opuwo,NA,-18.0607,13.84,61.88,25,11,3.11,few clouds
334,Bathsheba,BB,13.2167,-59.5167,81.77,76,100,18.99,overcast clouds
335,Ohafia,NG,5.6167,7.8333,70.61,98,99,4.05,light rain
336,Itupiranga,BR,-5.1347,-49.3267,84.52,40,12,1.07,few clouds
337,Quatre Cocos,MU,-20.2078,57.7625,68.09,87,91,19.89,light rain
338,Vuktyl,RU,63.8567,57.3094,49.96,93,100,7.07,overcast clouds
339,Majenang,ID,-7.2975,108.7642,74.17,98,55,1.12,broken clouds
340,Carhuamayo,PE,-10.9167,-76.0333,46.15,56,34,11.99,scattered clouds
341,Skibotn,NO,69.3913,20.2679,68.0,87,100,9.48,overcast clouds
342,Adrar,MR,20.5022,-10.0711,89.62,16,10,10.74,clear sky
343,Mikhaylovka,RU,50.06,43.2379,86.45,20,100,18.1,overcast clouds
344,Vao,NC,-22.6667,167.4833,67.78,56,40,15.9,scattered clouds
345,Chifeng,CN,42.2683,118.9636,70.3,74,100,2.42,heavy intensity rain
346,Port Lincoln,AU,-34.7333,135.8667,54.16,56,27,15.73,scattered clouds
347,Gimli,CA,50.6336,-96.9907,78.82,69,30,19.57,scattered clouds
348,Emerald,AU,-23.5333,148.1667,48.34,49,0,5.75,clear sky
349,Porto Novo,BJ,6.4965,2.6036,75.76,90,100,8.95,light rain
